iter	Passed	Remaining
455	3368	325
456	3375	317
457	3382	310
458	3389	302
459	3397	295
460	3404	288
461	3412	280
462	3419	273
463	3426	265
464	3434	258
465	3442	251
466	3450	243
467	3457	236
468	3464	229
469	3471	221
470	3479	214
471	3486	206
472	3493	199
473	3500	191
474	3507	184
475	3514	177
476	3521	169
477	3528	162
478	3536	155
479	3543	147
480	3550	140
481	3557	132
482	3565	125
483	3572	118
484	3579	110
485	3586	103
486	3593	95
487	3600	88
488	3607	81
489	3615	73
490	3622	66
491	3629	59
492	3636	51
493	3643	44
494	3650	36
495	3658	29
496	3664	22
497	3671	14
498	3679	7
499	3686	0
