iter	Passed	Remaining
192	1047	2208
193	1052	2202
194	1057	2197
195	1063	2192
196	1069	2186
197	1074	2180
198	1079	2174
199	1084	2168
200	1089	2162
201	1094	2156
202	1100	2151
203	1105	2145
204	1110	2139
205	1115	2133
206	1120	2127
207	1125	2121
208	1130	2115
209	1135	2109
210	1140	2103
211	1145	2096
212	1150	2090
213	1155	2084
214	1161	2079
215	1166	2073
216	1171	2068
217	1177	2062
218	1182	2056
219	1187	2050
220	1192	2045
221	1198	2040
222	1203	2034
223	1208	2029
224	1214	2023
225	1219	2018
226	1224	2011
227	1230	2007
228	1236	2002
229	1241	1997
230	1246	1991
231	1251	1985
232	1257	1980
233	1262	1974
234	1267	1968
235	1272	1962
236	1277	1956
237	1283	1951
238	1287	1945
239	1293	1939
240	1298	1934
241	1303	1928
242	1308	1922
243	1314	1917
244	1319	1911
245	1324	1905
246	1329	1900
247	1335	1895
248	1340	1890
249	1345	1884
250	1351	1879
251	1356	1873
252	1361	1867
253	1366	1862
254	1372	1856
255	1377	1851
256	1382	1845
257	1388	1840
258	1393	1834
259	1398	1829
260	1403	1823
261	1408	1817
262	1414	1811
263	1419	1806
264	1424	1800
265	1430	1795
266	1435	1790
267	1440	1784
268	1446	1779
269	1451	1773
270	1456	1768
271	1461	1762
272	1466	1756
273	1471	1751
274	1476	1745
275	1481	1739
276	1486	1733
277	1492	1728
278	1497	1722
279	1502	1716
280	1507	1711
281	1512	1705
282	1517	1700
283	1523	1694
284	1528	1689
285	1533	1684
286	1539	1678
287	1544	1673
288	1549	1667
289	1554	1662
290	1560	1656
291	1566	1651
292	1571	1646
293	1577	1641
294	1583	1637
295	1589	1632
296	1595	1627
297	1599	1621
298	1604	1615
299	1609	1609
300	1614	1604
301	1620	1598
302	1625	1593
303	1631	1588
304	1637	1583
305	1642	1578
306	1647	1572
307	1652	1566
308	1657	1561
309	1662	1555
310	1667	1549
311	1673	1544
312	1678	1539
313	1683	1533
314	1689	1528
315	1694	1522
316	1699	1517
317	1705	1512
318	1710	1506
319	1715	1501
320	1720	1495
321	1725	1489
322	1730	1484
323	1735	1478
324	1740	1473
325	1746	1467
326	1751	1462
327	1756	1456
328	1761	1451
329	1767	1445
330	1771	1440
331	1777	1434
332	1782	1429
333	1788	1424
334	1793	1418
335	1798	1412
336	1803	1407
337	1808	1401
338	1813	1396
339	1819	1391
340	1824	1385
341	1830	1381
342	1836	1376
343	1842	1370
344	1847	1365
345	1853	1360
346	1858	1355
347	1864	1350
348	1870	1345
349	1875	1339
350	1880	1334
351	1886	1328
352	1890	1323
353	1895	1317
354	1901	1312
355	1906	1306
356	1911	1300
357	1916	1295
358	1921	1290
359	1926	1284
360	1931	1278
361	1937	1273
362	1941	1267
363	1946	1262
364	1952	1256
365	1957	1251
366	1961	1245
367	1967	1240
368	1972	1234
369	1977	1229
370	1982	1223
371	1988	1218
372	1994	1213
373	1999	1208
374	2004	1202
375	2009	1197
376	2014	1191
377	2020	1186
378	2025	1181
379	2031	1176
380	2036	1170
381	2042	1165
382	2047	1160
383	2052	1154
384	2057	1149
385	2062	1143
386	2068	1138
387	2073	1132
388	2078	1127
389	2083	1121
390	2088	1116
391	2093	1111
392	2099	1105
393	2103	1100
394	2109	1094
395	2114	1089
396	2119	1083
397	2124	1078
398	2130	1073
399	2135	1067
400	2141	1062
401	2146	1057
402	2151	1051
403	2156	1046
404	2162	1041
405	2168	1035
406	2173	1030
407	2178	1025
408	2183	1019
409	2188	1014
410	2193	1008
411	2199	1003
412	2204	997
413	2209	992
414	2214	987
415	2220	982
416	2225	976
417	2231	971
418	2236	966
419	2242	961
420	2247	955
421	2252	950
422	2258	944
423	2263	939
424	2268	934
425	2273	928
426	2278	923
427	2283	917
428	2288	912
429	2293	906
430	2299	901
431	2304	896
432	2309	890
433	2315	885
434	2320	880
435	2325	874
436	2330	869
437	2335	863
438	2340	858
439	2344	852
440	2349	847
441	2354	841
442	2359	836
443	2365	831
444	2370	825
445	2375	820
446	2380	814
447	2386	809
448	2391	804
449	2397	799
450	2402	793
451	2407	788
452	2412	782
453	2417	777
454	2422	772
455	2427	766
456	2434	761
457	2439	756
458	2444	750
459	2449	745
460	2454	740
461	2460	734
462	2465	729
463	2470	724
464	2475	718
465	2481	713
466	2486	708
467	2491	702
468	2496	697
469	2501	691
470	2506	686
471	2511	681
472	2517	675
473	2522	670
474	2527	665
475	2532	659
476	2538	654
477	2543	649
478	2548	643
479	2553	638
480	2558	632
481	2563	627
482	2569	622
483	2574	617
484	2579	611
485	2584	606
486	2590	601
487	2595	595
488	2600	590
489	2606	585
490	2611	579
491	2617	574
492	2622	569
493	2628	563
494	2634	558
495	2639	553
496	2644	548
497	2650	542
498	2655	537
499	2660	532
500	2665	526
501	2671	521
502	2676	516
503	2682	510
504	2687	505
505	2692	500
506	2697	494
507	2702	489
508	2708	484
509	2713	478
510	2718	473
511	2723	468
512	2728	462
513	2734	457
514	2739	452
515	2745	446
516	2750	441
517	2755	436
518	2761	430
519	2766	425
520	2772	420
521	2776	414
522	2781	409
523	2787	404
524	2792	398
525	2798	393
526	2804	388
527	2809	383
528	2814	377
529	2820	372
530	2825	367
531	2831	361
532	2837	356
533	2842	351
534	2847	346
535	2853	340
536	2858	335
537	2863	330
538	2869	324
539	2874	319
540	2879	313
541	2884	308
542	2889	303
543	2895	298
544	2900	292
545	2905	287
546	2911	282
547	2916	276
548	2921	271
549	2927	266
550	2932	260
551	2937	255
552	2942	250
553	2947	244
554	2952	239
555	2958	234
556	2963	228
557	2968	223
558	2973	218
559	2978	212
560	2983	207
561	2988	202
562	2993	196
563	2999	191
564	3004	186
565	3009	180
566	3015	175
567	3020	170
568	3025	164
569	3030	159
570	3036	154
571	3042	148
572	3047	143
573	3052	138
574	3057	132
575	3063	127
576	3068	122
577	3073	116
578	3078	111
579	3084	106
580	3089	101
581	3094	95
582	3100	90
583	3105	85
584	3111	79
585	3116	74
586	3122	69
587	3127	63
588	3133	58
589	3138	53
590	3143	47
591	3148	42
592	3153	37
593	3158	31
594	3164	26
595	3169	21
596	3174	15
597	3179	10
598	3184	5
599	3189	0
